userId,userName,debutYear,firstPostTime,firstTitle,firstContentId,latestPostTime,latestTitle,latestContentId,isActiveRecent1Year
45403165,IBK,2022,2022-03-03 20:00:00,【紲星あかり車載】S15で往く 第00編 カメラテスト編,sm40121484,2026-06-28 19:55:00,"【第8回ボイカーナ】GO FOR IT, BABY -キオクの山脈-",sm46481409,True
45841686,とくちぬ,2023,2023-07-16 18:05:03,【シンプル車載動画投稿祭】調布飛行場の掩体壕,sm42491631,2026-08-06 11:35:00,V-Strom250 新東名で爆走,sm46630939,True
46150676,星待 べが,2024,2024-08-19 00:00:00,【シンプル車載動画投稿祭】初車載！夏色花梨とゆるまったりドライビング～西伊豆スカイラインをひた走る～＜ニコニコ版＞,sm43986591,2026-07-07 00:00:00,【シンプル車載動画投稿祭】宮舞モカとゆるまったりドライビング～富士カフェ巡り～,sm46494255,True
46942440,だすちるい,2023,2023-10-14 08:48:02,【日帰り旅行祭2023】琴葉姉妹のぶっつけ日帰り旅行inハウステンボス,sm42885129,2026-01-03 00:43:03,琴葉姉妹のぶっつけ??初心者ツーリング　withエリミネーター400SE【広島/福山・神石高原】,sm45797341,True
47039508,Fuji,2021,2021-12-25 21:06:02,福島には朝にラーメンを食べるという文化があるらしい【VOICEROIDグルメ】,sm39804852,2026-05-01 20:00:00,六花「旅行中にカメラが壊れちゃいましたね... どうしますか？？」,sm46250185,True
47325642,七輪,2026,2026-07-18 09:10:59,行くぞ、北海道ツーリング【Shorts】,ss46561175,2026-07-18 09:10:59,行くぞ、北海道ツーリング【Shorts】,ss46561175,True
47436707,セ、セロリ,2024,2024-09-01 00:03:00,【シンプル車載動画投稿祭】ふらり一の宮巡り,sm44047373,2026-07-20 00:00:00,【シンプル車載動画投稿祭】佐屋街道 全宿場RTA　1:40:47,sm46568305,True
47698915,kirisame kuroa,2026,2026-07-16 17:00:00,【ゆっくり車載】スマホで行く#12 内房ツーリング【シンプル車載動画投稿祭2026】,sm46553247,2026-07-16 17:00:00,【ゆっくり車載】スマホで行く#12 内房ツーリング【シンプル車載動画投稿祭2026】,sm46553247,True
48034481,いんてぃあ,2025,2025-04-30 23:00:00,【紲星あかり車載】行こうか、いわきマリンタワー！,sm44933479,2025-08-24 23:00:00,【紲星あかり車載】行こうか、いわき震災伝承みらい館！,sm45333497,True
48254474,みのて,2020,2020-04-24 20:00:00,ダムカードを集めにGB250で大滝ダムに行った話,sm36735405,2026-08-06 04:00:00,KLXとふらっとしたい～#118,sm46593476,True
48267801,ゲスト,2026,2026-08-09 23:14:14,京町セイカとへしこレモンクリーム鯖パスタ,sm46647614,2026-08-15 12:29:06,京町セイカと重伝建 小浜西組,sm46671208,True
48440907,NNA,2026,2026-05-29 17:40:04,【ぬいぐるみ旅行祭】琴葉姉妹withうp主代行presents「ブラキストン線のあちら側へ」ep01.激流へ,sm46368412,2026-05-29 17:40:04,【ぬいぐるみ旅行祭】琴葉姉妹withうp主代行presents「ブラキストン線のあちら側へ」ep01.激流へ,sm46368412,True
48733739,カニ大統領,2026,2026-07-15 22:56:50,のべっちです｡,sm46552871,2026-07-15 22:56:50,のべっちです｡,sm46552871,True
48992743,スグノハ,2025,2025-06-20 22:08:03,ゆるり雑談車載,sm45106712,2026-08-06 20:23:51,雑談車載「動画投稿の悩み」,sm46633776,True
49142854,シマ箱,2026,2026-08-14 21:14:46,ゆづきず二人で鹿児島グルメを堪能してきました！【2026初投稿動画祭】【ゆづきず投稿祭2026】,sm46668531,2026-08-14 21:14:46,ゆづきず二人で鹿児島グルメを堪能してきました！【2026初投稿動画祭】【ゆづきず投稿祭2026】,sm46668531,True
49440112,和傘,2022,2022-08-27 19:38:02,【VOICEROID車載】結月と弦巻でつーりんぐっ!!納車編,sm40989807,2026-06-23 18:00:00,【VOICEROID車載】結月と弦巻でつーりんぐっ!!埼玉 東部編【関東×名道×感動祭】,sm46407262,True
49608074,兎犬,2021,2021-05-26 02:06:03,ルック車MTBでゆる～くダラダラサイクリング（ほぼ雑談）,sm38790918,2026-03-21 00:00:00,年初め！！新春ライド2026,sm46065448,True
49658376,えと,2022,2022-10-14 14:56:00,Fuel Desire,sm41223234,2026-07-02 18:00:00,Fuel Desire,sm46502708,True
49881038,noctua,2025,2025-11-16 20:41:06,【初投稿】【ソフトウェアトーク車載】琵琶湖ツーリング,sm45631947,2026-02-21 21:33:03,【YZF-R15】和歌山海岸ツーリング～白崎海洋公園へ【ソフトウェアトーク車載】,sm45977528,True
50412515,スケ3=八橋,2024,2024-09-13 17:30:00,ホントうノ車載動画【結月ゆかり・足立レイ】,sm44096581,2026-06-12 18:00:00,結月と足立と電気ブラン。【ボイ酒ロイド車載】,sm46420766,True
50507256,ゴリリン,2022,2022-08-11 15:32:03,【琴葉葵車載】野付半島行ってみた【単発】,sm40906008,2026-06-07 13:41:46,【ソフトウェアトーク車載】大仏を拝みに行こう！牛久大仏編,sm46406065,True
50659328,雪待月,2022,2022-06-05 12:00:00,【VOICEROID車載】ことのはだいありー．はじまりの1!,sm40574892,2026-07-26 08:21:39,名探偵プリキュア25話、キュアエクレールの正体は誰だ！？ついに運命の日,sm46590987,True
50726430,中庸,2021,2021-12-09 20:50:02,【MS投稿祭】リターンドライバーはジムカーナを楽しみたい,sm39731563,2026-07-15 22:16:30,苦手でもジムカーナ！第8回ボイカーナ！,sm46552711,True
51156754,みしの,2026,2026-07-05 13:26:02,【バイク】セロー250_霧島神宮行ってお参りするだけ【VOICEROID車載】,sm46514788,2026-07-26 01:20:54,【温井ダム】夏の大☆放☆流【ニコニコダム祭り】,sm46590328,True
51256829,ヅケまぐろ,2025,2025-10-21 01:53:04,生存報告ついでに新潟と岐阜へ【CoeFont車載】,sm45539394,2025-10-21 01:53:04,生存報告ついでに新潟と岐阜へ【CoeFont車載】,sm45539394,True
51304264,たのしいアップル,2023,2023-04-14 20:45:04,【VOICEROID車載】どこか遠くまで！浄土ヶ浜・本州最東端ツアー,sm42080758,2026-07-20 22:15:57,【シンプル車載動画投稿祭】紡乃世が三分だべるだけin瀬戸内のどっか,sm46572358,True
51576829,Mナオキchannel,2022,2022-05-09 17:46:02,【穏やかで明るい町】標茶車中心部を走ってみた【北海道ドライブ】,sm40443606,2026-05-04 15:10:04,【北海道ドライブ】釧路市の幣舞橋を走ってみた,ss46266467,True
52150914,はるみ沢,2020,2020-10-30 04:58:02,【VOICEROID車載】乗って走って北海道 #1　長万部→札幌,sm37742684,2026-07-18 21:18:32,稚内空港まで帰る中国うさぎ【シンプル車載動画投稿祭】,sm46563647,True
52382195,くぼた,2026,2026-02-16 03:00:05,花梨ちゃんと走るクロスバイク日記 #1 〜はじめての車載〜,sm45952450,2026-03-08 23:15:04,花梨ちゃんと走るクロスバイク日記 #2 〜あぢとみ食堂に行こう〜,sm46037994,True
53574483,ごぼしゃん号運転手,2025,2025-08-22 02:13:03,【車載実況】きりたんと行くドライブ2025　①おうちから名神・多賀SAまで,sm45318403,2025-08-27 10:09:03,【車載実況】きりたんと行くドライブ2025　③徳光PA～長岡市内,sm45341662,True
54213517,脇役,2017,2017-02-15 00:07:56,CB250Fでのゆっくり日本を知る旅　1期0話前編,sm30638038,2025-10-01 22:58:07,この広い世界をバイクで楽しむ旅！北海道　出発編　,sm45468205,True
54277531,渢凪(ふうなぎ),2026,2026-08-13 23:13:10,【ソフトウェアトーク車載】レンタルレーサー 花隈【花隈千冬投稿祭2026夏】,sm46664565,2026-08-13 23:13:10,【ソフトウェアトーク車載】レンタルレーサー 花隈【花隈千冬投稿祭2026夏】,sm46664565,True
54550024,かき餅,2025,2025-07-16 18:00:00,【VOICEVOX車載】乗る。歩く。土地を知る。#1　岩戸山古墳編【春日部つむぎ】,sm45190870,2026-05-06 18:15:04,【VOICEVOX車載】乗る。歩く。土地を知る。#5　弘化谷古墳編【春日部つむぎ】,sm46276550,True
54675005,れすてー,2022,2022-07-15 20:30:00,【VOICEROID車載】横羽スピードライト １話【あかりゆかマキ車載】,sm40771133,2026-06-26 18:00:00,【ゆかマキ車載】マキとゆかりとカフェレーサー　XX話　ユー・アー・アローン・アカリクン【関東×名道×感動祭】,sm46478975,True
55480809,あきう,2024,2024-11-14 00:23:05,【茨城動画祭2024】大洗・那珂湊の海岸線を早朝ツーリングして日の出を拝む！【紡乃世詞音】,sm44319060,2026-06-02 16:30:00,凧で空撮をしよう！ ~高度150mからの空撮成功！~ [第3回ナイスビュー投稿祭][PROJECT KITE PHOTO #4],sm46384541,True
55844262,熱海@鉄道旅行人,2024,2024-10-23 18:00:00,3228㎞の旅、在来線で行く日本縦断の旅路【ゆかりさんの在来線日本縦断 ＃1】,sm44240557,2025-11-26 13:00:00,【2024年冬】思い出語り、ゆったり雑談。【雑談動画#10】,sm45659150,True
55921768,さね_Sane,2026,2026-08-11 02:00:00,ニコニコ本陣へ【自転車車載】,sm46652141,2026-08-11 02:00:00,ニコニコ本陣へ【自転車車載】,sm46652141,True
55928006,ちんまんぶたもどき,2026,2026-04-06 02:32:03,【RTA】東名高速道路下り完走RTA 4時間0分7秒,sm46136350,2026-04-06 02:32:03,【RTA】東名高速道路下り完走RTA 4時間0分7秒,sm46136350,True
55973103,Rin.,2021,2021-04-17 20:53:03,風花雪月疾走録(仮称) 2021-03-20,sm38594918,2026-04-04 18:00:00,疾走録　秋の終わりに長者原,sm46130598,True
56025407,るみぃ,2022,2022-10-09 21:30:00,【日帰り旅行祭】秘湯 雲上の湯 / 本沢温泉を目指して,sm41205057,2026-01-25 19:00:00,怪しいずんだもんに導かれてクイズ旅した話。,sm45872843,True
56039926,とるとら,2025,2025-01-05 00:16:04,車を使わずバ産地めぐり　三日目[1/4]『挑戦こそが人間の本質』,sm44504797,2025-12-26 16:40:00,花隈千冬の週末探訪 #1 「初冬、十勝、一人旅。」,sm45766460,True
56057662,ミラ次郎,2025,2025-06-21 20:00:00,小夜さんのレトロ自販機巡り 1日目,sm45109607,2026-08-12 20:00:00,小夜さんのレトロ自販機巡り 西日本:2026夏 1日目,sm46656905,True
56096466,Cipher@mm5,2025,2025-08-24 07:36:03,【ギャルゲ車載動画投稿祭】明日も君と、いつも通りの日常を【小春六花】,sm45330108,2025-08-24 07:36:03,【ギャルゲ車載動画投稿祭】明日も君と、いつも通りの日常を【小春六花】,sm45330108,True
56102385,しゅりくま,2021,2021-04-23 16:40:00,諸々のテスト動画,sm38619048,2026-05-30 18:00:00,休日日記#44　土師ダムお花見ドライブ,sm46372669,True
56294632,なつぞら,2026,2026-06-21 17:09:35,【VOICEROID旅行】なつぞらcontrail#20 雨の上色見熊野座神社,sm46461291,2026-07-07 18:05:20,(10式戦)車　載　動　画【シンプル車載動画投稿祭2026】,sm46523450,True
56366676,美凪,2022,2022-05-29 15:25:03,【Voiceroid＆CeVIO車載】インプレッサでトコトコと,sm40539440,2026-07-26 20:20:00,【Voicepeak車載】そらさんのポ写リングpart5,sm46593595,True
56470601,WhiteAll,2024,2024-08-29 13:44:03,【シンプル車載動画投稿祭】ひまりさんと平原の滝へハイキング,sm44036506,2026-07-19 22:05:00,【シンプル車載動画投稿祭2026】#15ひまりさんとツーリング　三河湖でワインディング【voiceroid車載】,sm46567851,True
56503603,まかろん,2024,2024-10-09 18:00:00,【SUBAROAD】琴葉姉妹のドライブに行こう！#1【VOICEROID車載】,sm44193766,2026-03-07 08:00:00,【日帰り旅行祭N2026】佐野グルメ食い倒れの旅 ～いもフライを探して～ 【VOICEROID車窓】,sm46029770,True
56520685,四阿からす,2025,2025-05-09 19:00:00,【VOICEROID車載】ないとほーくす！　深夜徘徊ドライブ～羽生PA～,sm44963362,2026-07-15 21:00:00,【VOICEROID旅行】しゃちくのなつやすみ　～（ほぼ）九州1週の旅　Part12　～続・アウトロという名のエピローグ　地獄の1000キロ超の帰り道,sm46548544,True
56588104,紅夢,2026,2026-06-28 06:43:05,【館山着】原付一種で千葉県を一周してみた - Part5 後半【YB-1 Four】,sm46486904,2026-06-28 06:43:05,【館山着】原付一種で千葉県を一周してみた - Part5 後半【YB-1 Four】,sm46486904,True
56978322,ひさほ,2026,2026-03-01 23:35:04,【日帰り旅行祭N2026】三重県の動物園に行こう！,sm46010030,2026-07-23 22:24:22,【ニコニコダム祭り】大台町より愛をこめて（三瀬谷ダム・宮川ダム）,sm46582401,True
57064356,ポリ・エステル,2026,2026-04-10 00:49:04,子育てに協力したい伊織弓鶴BB＋使用例,sm46149985,2026-04-10 00:49:04,子育てに協力したい伊織弓鶴BB＋使用例,sm46149985,True
57103279,藍色,2020,2020-01-04 19:44:02,おっさんの日常をボイスロイドで出力する動画　第3話,sm36182224,2026-06-25 18:00:00,【関東×名道×感動祭】おっさんのボイロ力#特別編【日光東照宮と明治の館】,sm46450944,True
57379053,泊地提督,2023,2023-09-29 00:11:02,東北イタコの小ドライブ,sm42820525,2026-06-20 13:16:47,マスターの衝動ドライブ [首都高ドライブ] part 2,sm46456279,True
59028616,リノリウム甲板色,2026,2026-01-04 01:46:04,フェリーで北海道に行った話をする花隈千冬,sm45801173,2026-06-19 21:50:08,能登半島ドライブの話をする花隈千冬,sm46454046,True
59308109,青葉雑草,2026,2026-06-05 19:00:00,弦巻マキのソロ旅びより～房総半島編～【ソフトウェアトーク車載】,sm46387694,2026-08-05 19:00:00,宮舞モカのソロ旅びより～新潟編～【ソフトウェアトーク車載】,sm46627167,True
59665199,そると,2021,2021-08-21 00:00:00,【第七回ひじき祭】りっかとマキのプチ旅行part4「山陰地方にいってきました！」,sm39165284,2026-07-18 18:24:58,りっかのプチ旅行「恋する駅と倉敷さんぽ！」【小春六花】,sm46562883,True
60224868,プジ夫,2020,2020-11-18 15:02:03,【車載】ゆかりさんと一緒に走りたい動画【ボイロ車載】,sm37836204,2026-03-22 21:24:05,【voiceroid車載】ゆかりさんと行く 納車即ジムカーナ,sm46085613,True
60498731,兎男,2021,2021-12-31 12:51:01,兎男のツーリング日記_01【オリキャラ車載】,sm39832430,2026-07-27 18:00:00,【XSR155】兎男のツーリング日記_17【納車】,sm46594455,True
61884205,獅子兎場,2026,2026-07-05 15:08:20,【VOICEROID車載】「初めまして！行ってきます！」　憧れちゃったからには会社辞めてバイクで日本一周　Chapter0,sm46511944,2026-07-22 11:26:36,【VOICEROID車載】　憧れちゃったからには会社辞めてバイクで日本一周　Chapter0.5　【出発直前編】,sm46577030,True
61981359,ミツバチ,2023,2023-10-12 16:00:00,アイドルの休日に密着！山寺登山と温泉と・・,sm42877381,2026-08-02 11:00:00,『音街ウナ誕生祭』リベンジゆず庵！ウナピしゃぶしゃぶ！！【ウナつい】,sm46617144,True
62451022,べるふぇると,2021,2021-11-06 17:43:03,【CeVIO自転車車載】クロスバイクで行く東京みち～#1東八道路～,sm39587089,2025-09-09 00:00:08,【夏色花梨誕生祭2025】仮んさんと行く群馬旅行,sm45385024,True
62464898,和泉,2020,2020-12-28 02:56:02,【VOICEROID車載】進めカローラ！【20-4】桶川スポーツランドOSL4輪ジムか～な！？2020第5戦（最終戦）,sm38029814,2026-05-04 22:47:05,【車載】青森県ジムカーナシリーズ2025-第4・5・6戦-,sm46268598,True
62761706,ベネトナシュ@けん玉踊り手,2021,2021-10-02 19:00:00,【東北きりたん車載】けん玉とカブ　#1  納車と初ツーリング,sm39418934,2025-11-25 20:00:00,誕生日なので三不粘を食べに行きます！！！【琴詠ニア誕生祭2025】,sm45664180,True
63108911,★Yuu☆,2022,2022-10-10 21:00:00,【初投稿】サイクルトレインで行く筑後川沿いサイクリング【かっぱもいるよ！】,sm41209949,2025-10-21 21:00:00,つくよみちゃんと一緒に荒川サイクリング！,sm45538672,True
63368653,箸（しは）,2026,2026-01-26 04:51:04,ボイロ日記　2026.01.25,sm45877860,2026-04-02 13:09:04,ボイロ日記　2026.03.25,sm46123462,True
64159360,maito,2019,2019-03-25 19:00:00,トリッカーと行く【みつ】道の駅巡り,sm34842958,2026-05-28 20:00:00,さとうささら車載【新しいバイクは】？？？と行く,sm46364420,True
65278092,ナラニアン,2025,2025-07-16 17:10:00,【宮舞モカのならポタ】亀の瀬・葡萄坂・大門ダム【シンプル車載動画投稿祭】,sm45193162,2026-07-20 10:00:00,【シンプル車載動画投稿祭】早春ビーナスぷちツーリング【宮舞モカ投稿祭夏】,sm46568405,True
65532626,とれんた君,2017,2017-10-22 16:14:20,まぜるな自然 北海道海水ツーリング 【VOICEROID車載】 part1,sm32139647,2026-07-19 21:42:52,北海道一のゆきだるまを生み出してしまった記録【ボイロ車載】,sm46567849,True
65778032,照明,2017,2017-03-02 21:40:20,【CeVIO車載】 一度は行きたい！＠筑波山ソロツー　前編【Z250】,sm30744269,2025-10-31 18:00:00,【ボイロ車載】名古屋の濃い味めい所ぶらり旅,sm45568654,True
65835007,ミルトト,2023,2023-08-25 16:33:03,ショタケモのチャリで来た Part01 ～ ロードバイクはじめました！【VOICEROID車載】,sm42670107,2026-07-12 12:46:02,【シンプル車載動画投稿祭】ウナさんぽ。ちょっくらバーガー食べてくる！【音街ウナ】,sm46540078,True
66364556,タメナ,2023,2023-10-20 19:30:00,Chu！朝イチ山中湖サイクルしてごめん【ゆかりの夏休み】,sm42915010,2026-05-19 18:00:00,戻れなくてももういいの｜バイクと俳句旅。,sm46328073,True
66715845,椚平商店,2025,2025-06-02 06:37:03,くぬレコたーんと南紀ぐるりん旅　パート１　,sm45045604,2026-07-17 23:55:49,【シンプル車載動画投稿祭2026】レコのたーんと埼玉1位の巨木と沖縄のアイスを食べに行こう！の巻,sm46560241,True
66769822,192168,2026,2026-03-21 22:00:00,【ニコニコキャンプ祭】主催のリア友と行くカブキャンプ,sm46081163,2026-03-21 22:00:00,【ニコニコキャンプ祭】主催のリア友と行くカブキャンプ,sm46081163,True
66840659,MaghiFibel,2026,2026-05-23 22:18:06,【初投稿】初めての北海道ツーリング　part1【S1000RR】,sm46347243,2026-07-05 00:00:00,【VOICEPEAK車載】初めての北海道ツーリング part4 【S1000RR】,sm46513075,True
